,จังหวัด,เขต,พรรค,ผลคะแนน,ภาค
เพื่อชาติ,นครศรีธรรมราช,3,เพื่อชาติ,189,ภาคใต้
พลังไทสร้างชาติ,นครศรีธรรมราช,3,พลังไทสร้างชาติ,179,ภาคใต้
ภราดรภาพ,นครศรีธรรมราช,3,ภราดรภาพ,153,ภาคใต้
ประชาภิวัฒน์,นครศรีธรรมราช,3,ประชาภิวัฒน์,145,ภาคใต้
ประชาชนปฏิรูป,นครศรีธรรมราช,3,ประชาชนปฏิรูป,129,ภาคใต้
แผ่นดินธรรม,นครศรีธรรมราช,3,แผ่นดินธรรม,129,ภาคใต้
เพื่อแผ่นดิน,นครศรีธรรมราช,3,เพื่อแผ่นดิน,126,ภาคใต้
คลองไทย,นครศรีธรรมราช,3,คลองไทย,125,ภาคใต้
ภูมิพลังเกษตรกรไทย,นครศรีธรรมราช,3,ภูมิพลังเกษตรกรไทย,123,ภาคใต้
กรีน,นครศรีธรรมราช,3,กรีน,103,ภาคใต้
ไทรักธรรม,นครศรีธรรมราช,3,ไทรักธรรม,99,ภาคใต้
พลังสังคม,นครศรีธรรมราช,3,พลังสังคม,89,ภาคใต้
ไทยรุ่งเรือง,นครศรีธรรมราช,3,ไทยรุ่งเรือง,81,ภาคใต้
พลังสหกรณ์,นครศรีธรรมราช,3,พลังสหกรณ์,58,ภาคใต้
มหาชน,นครศรีธรรมราช,3,มหาชน,47,ภาคใต้
พลังศรัทธา,นครศรีธรรมราช,3,พลังศรัทธา,25,ภาคใต้
ประชาธิปัตย์,นครศรีธรรมราช,4,ประชาธิปัตย์,31323,ภาคใต้
พลังประชารัฐ,นครศรีธรรมราช,4,พลังประชารัฐ,24760,ภาคใต้
ภูมิใจไทย,นครศรีธรรมราช,4,ภูมิใจไทย,17703,ภาคใต้
ประชาชาติ,นครศรีธรรมราช,4,ประชาชาติ,6698,ภาคใต้
อนาคตใหม่,นครศรีธรรมราช,4,อนาคตใหม่,5173,ภาคใต้
พลังท้องถิ่นไท,นครศรีธรรมราช,4,พลังท้องถิ่นไท,4210,ภาคใต้
ชาติไทยพัฒนา,นครศรีธรรมราช,4,ชาติไทยพัฒนา,4166,ภาคใต้
เพื่อไทย,นครศรีธรรมราช,4,เพื่อไทย,3688,ภาคใต้
ชาติพัฒนา,นครศรีธรรมราช,4,ชาติพัฒนา,2462,ภาคใต้
ประชานิยม,นครศรีธรรมราช,4,ประชานิยม,2016,ภาคใต้
รวมพลังประชาชาติไทย,นครศรีธรรมราช,4,รวมพลังประชาชาติไทย,1497,ภาคใต้
พลังชาติไทย,นครศรีธรรมราช,4,พลังชาติไทย,1047,ภาคใต้
รักษ์ผืนป่าประเทศไทย,นครศรีธรรมราช,4,รักษ์ผืนป่าประเทศไทย,1001,ภาคใต้
เสรีรวมไทย,นครศรีธรรมราช,4,เสรีรวมไทย,819,ภาคใต้
ภราดรภาพ,นครศรีธรรมราช,4,ภราดรภาพ,589,ภาคใต้
พลังสังคม,นครศรีธรรมราช,4,พลังสังคม,406,ภาคใต้
เพื่อธรรม,นครศรีธรรมราช,4,เพื่อธรรม,383,ภาคใต้
กรีน,นครศรีธรรมราช,4,กรีน,373,ภาคใต้
พลังธรรมใหม่,นครศรีธรรมราช,4,พลังธรรมใหม่,366,ภาคใต้
เศรษฐกิจใหม่,นครศรีธรรมราช,4,เศรษฐกิจใหม่,353,ภาคใต้
ครูไทยเพื่อประชาชน,นครศรีธรรมราช,4,ครูไทยเพื่อประชาชน,340,ภาคใต้
รวมใจไทย,นครศรีธรรมราช,4,รวมใจไทย,318,ภาคใต้
พลังปวงชนไทย,นครศรีธรรมราช,4,พลังปวงชนไทย,284,ภาคใต้
เพื่อชาติ,นครศรีธรรมราช,4,เพื่อชาติ,217,ภาคใต้
ประชาชนปฏิรูป,นครศรีธรรมราช,4,ประชาชนปฏิรูป,210,ภาคใต้
ประชาธิปไตยใหม่,นครศรีธรรมราช,4,ประชาธิปไตยใหม่,197,ภาคใต้
พลังสหกรณ์,นครศรีธรรมราช,4,พลังสหกรณ์,188,ภาคใต้
ไทยศรีวิไลย์,นครศรีธรรมราช,4,ไทยศรีวิไลย์,188,ภาคใต้
ประชาธรรมไทย,นครศรีธรรมราช,4,ประชาธรรมไทย,175,ภาคใต้
ประชาภิวัฒน์,นครศรีธรรมราช,4,ประชาภิวัฒน์,162,ภาคใต้
ภูมิพลังเกษตรกรไทย,นครศรีธรรมราช,4,ภูมิพลังเกษตรกรไทย,157,ภาคใต้
พลังไทยรักไทย,นครศรีธรรมราช,4,พลังไทยรักไทย,118,ภาคใต้
แผ่นดินธรรม,นครศรีธรรมราช,4,แผ่นดินธรรม,76,ภาคใต้
